TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-02-03 08:20:44,1770106844233,thelordwill.com/en/bible-travel,GET,nxtPlocale=en,,jc7xq-1770106843184-474f60a838f9,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,,function,,thelordwill.com,thelordwill.com,dpl_CT63ZVBDjT4RjuxzhDQJDhbKzo9B,,,,,"prisma:error 
Invalid `prisma.travelItinerary.findMany()` invocation:


Error querying the database: FATAL: Tenant or user not found",prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,,,
2026-02-03 08:20:44,1770106844235,thelordwill.com/en/bible-travel,GET,nxtPlocale=en,,jc7xq-1770106843184-474f60a838f9,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",error,production,main,,function,,thelordwill.com,thelordwill.com,dpl_CT63ZVBDjT4RjuxzhDQJDhbKzo9B,,,,,"Error [PrismaClientInitializationError]: 
Invalid `prisma.travelItinerary.findMany()` invocation:


Error querying the database: FATAL: Tenant or user not found
    at async p (.next/server/app/[locale]/bible-travel/page.js:2:15091) {
  clientVersion: '6.19.1',
  errorCode: undefined,
  retryable: undefined,
  digest: '3256508693'
}",prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,,,
2026-02-03 08:20:43,1770106843184,thelordwill.com/en/bible-travel,GET,nxtPlocale=en,,jc7xq-1770106843184-474f60a838f9,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,,middleware,middleware,thelordwill.com,thelordwill.com,dpl_CT63ZVBDjT4RjuxzhDQJDhbKzo9B,21,fra1,111,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGH9DW1TW9ZV6JMTEVGV1440,TLifylTo2O64,1
2026-02-03 08:20:43,1770106843184,thelordwill.com/en/bible-travel,GET,nxtPlocale=en,,jc7xq-1770106843184-474f60a838f9,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,,function,/[locale]/bible-travel,thelordwill.com,thelordwill.com,dpl_CT63ZVBDjT4RjuxzhDQJDhbKzo9B,954,iad1,276,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGH9DW4B6CTC99B66VKM5FTE,9zYX82TMKNmh,1
2026-02-03 08:20:37,1770106837736,thelordwill.com/en/bible-travel,GET,nxtPlocale=en,500,wrgs4-1770106836694-a4d0e9f2c5b5,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/[locale]/bible-travel,thelordwill.com,thelordwill-6e7m1xbvr-robert-ms-projects.vercel.app,dpl_CT63ZVBDjT4RjuxzhDQJDhbKzo9B,,,,,"prisma:error 
Invalid `prisma.travelItinerary.findMany()` invocation:


Error querying the database: FATAL: Tenant or user not found",prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,,,
2026-02-03 08:20:37,1770106837737,thelordwill.com/en/bible-travel,GET,nxtPlocale=en,500,wrgs4-1770106836694-a4d0e9f2c5b5,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",error,production,main,MISS,function,/[locale]/bible-travel,thelordwill.com,thelordwill-6e7m1xbvr-robert-ms-projects.vercel.app,dpl_CT63ZVBDjT4RjuxzhDQJDhbKzo9B,,,,,"Error [PrismaClientInitializationError]: 
Invalid `prisma.travelItinerary.findMany()` invocation:


Error querying the database: FATAL: Tenant or user not found
    at async p (.next/server/app/[locale]/bible-travel/page.js:2:15091) {
  clientVersion: '6.19.1',
  errorCode: undefined,
  retryable: undefined,
  digest: '3256508693'
}",prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,,,
2026-02-03 08:20:36,1770106836694,thelordwill.com/en/bible-travel,GET,nxtPlocale=en,500,wrgs4-1770106836694-a4d0e9f2c5b5,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/[locale]/bible-travel,thelordwill.com,thelordwill-6e7m1xbvr-robert-ms-projects.vercel.app,dpl_CT63ZVBDjT4RjuxzhDQJDhbKzo9B,955,iad1,274,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGH9DNSF1T2BEMTYTHYW1KEK,9zYX82TMKNmh,1
2026-02-03 08:20:36,1770106836694,thelordwill.com/en/bible-travel,GET,nxtPlocale=en,500,wrgs4-1770106836694-a4d0e9f2c5b5,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,middleware,middleware,thelordwill.com,thelordwill-6e7m1xbvr-robert-ms-projects.vercel.app,dpl_CT63ZVBDjT4RjuxzhDQJDhbKzo9B,24,fra1,111,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGH9DNQ07VBS2HBMQ5XC8DS3,TLifylTo2O64,1
2026-02-03 08:20:19,1770106819513,thelordwill.com/en/bible-travel,GET,nxtPlocale=en,500,x8bcp-1770106817549-b88b6fe2f312,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/[locale]/bible-travel,thelordwill.com,thelordwill-6e7m1xbvr-robert-ms-projects.vercel.app,dpl_CT63ZVBDjT4RjuxzhDQJDhbKzo9B,,,,,"prisma:error 
Invalid `prisma.travelItinerary.findMany()` invocation:


Error querying the database: FATAL: Tenant or user not found",prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,,,
2026-02-03 08:20:19,1770106819518,thelordwill.com/en/bible-travel,GET,nxtPlocale=en,500,x8bcp-1770106817549-b88b6fe2f312,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",error,production,main,MISS,function,/[locale]/bible-travel,thelordwill.com,thelordwill-6e7m1xbvr-robert-ms-projects.vercel.app,dpl_CT63ZVBDjT4RjuxzhDQJDhbKzo9B,,,,,"Error [PrismaClientInitializationError]: 
Invalid `prisma.travelItinerary.findMany()` invocation:


Error querying the database: FATAL: Tenant or user not found
    at async p (.next/server/app/[locale]/bible-travel/page.js:2:15091) {
  clientVersion: '6.19.1',
  errorCode: undefined,
  retryable: undefined,
  digest: '3256508693'
}",prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,,,
2026-02-03 08:20:17,1770106817549,thelordwill.com/en/bible-travel,GET,nxtPlocale=en,500,x8bcp-1770106817549-b88b6fe2f312,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/[locale]/bible-travel,thelordwill.com,thelordwill-6e7m1xbvr-robert-ms-projects.vercel.app,dpl_CT63ZVBDjT4RjuxzhDQJDhbKzo9B,1439,iad1,270,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGH9D3J34G09KM40ZRWHE094,9zYX82TMKNmh,1
2026-02-03 08:20:17,1770106817549,thelordwill.com/en/bible-travel,GET,nxtPlocale=en,500,x8bcp-1770106817549-b88b6fe2f312,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,middleware,middleware,thelordwill.com,thelordwill-6e7m1xbvr-robert-ms-projects.vercel.app,dpl_CT63ZVBDjT4RjuxzhDQJDhbKzo9B,89,fra1,111,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGH9D37Y88A82NV5Z0S5SH67,TLifylTo2O64,1
2026-02-03 08:19:35,1770106775957,thelordwill-6e7m1xbvr-robert-ms-projects.vercel.app/favicon.png,GET,,404,tshpr-1770106775957-f6c92aa24c70,vercel-favicon/1.0,,production,main,MISS,function,/[locale],thelordwill-6e7m1xbvr-robert-ms-projects.vercel.app,thelordwill-6e7m1xbvr-robert-ms-projects.vercel.app,dpl_CT63ZVBDjT4RjuxzhDQJDhbKzo9B,70,iad1,284,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGH9BTHN229Q6K99XQ29EGX8,Lv78T4ZxN2G5,1
